FeatureID,FeatureName,astrocyte Average,astrocyte Log2 Fold Change,astrocyte P-Value,inhibitory Average,inhibitory Log2 Fold Change,inhibitory P-Value,excitatory Average,excitatory Log2 Fold Change,excitatory P-Value
ENSMUSG00000041670,Rims1,0.1994601022930157,-5.212269814058381,4.10474035150043e-20,4.220946446836106,-0.7778539563180904,0.13868963001423873,8.31767189301016,2.0160379970878193,4.938174990615742e-21
ENSMUSG00000051401,Kctd16,0.06725311806421566,-5.201370622727481,7.439233464962968e-20,2.6940175145320575,0.19542136847342784,0.8243025816344769,2.680605398802586,1.241758928215315,1.964652731151079e-09
ENSMUSG00000064293,Cntn4,0.16956982759780873,-5.180492666975461,6.714752248288168e-20,4.108496337437344,-0.5426911031591737,0.3796704291150502,6.832469113107253,1.731324209513423,2.401060995455885e-16
ENSMUSG00000045648,Vwc2l,0.028165835770483483,-5.176552366515461,1.9463510405584458e-19,0.4816214259993812,-1.0705291928464837,0.023553500248583315,1.1714188105371994,2.389964612939276,1.587747114346398e-27
ENSMUSG00000052726,Kcnt2,0.03908728229373218,-5.168362764846688,1.665994642372288e-19,0.5316258363490437,-1.396632318099127,0.0017957020044396415,1.608356535212128,2.321750255218012,2.748723777107995e-26
ENSMUSG00000085456,Gm15398,0.01207107247306435,-5.164330435694622,1.2675565825196452e-18,1.3450947128507307,1.8691307146051181,1.8066983802604817e-11,0.39411548123248746,-0.45007468405527395,0.02277730760741367
ENSMUSG00000059003,Grin2a,0.09484414085979131,-5.15346531165924,1.0410598659664051e-19,1.5795651537247464,-1.075893712086014,0.02217675420093464,3.8498286266035975,2.3519050077272365,5.7384440786593776e-27
ENSMUSG00000004110,Cacna1e,0.03161471361993044,-5.129178343624447,3.2585989050115215e-19,2.109994712314229,1.0719642758938153,0.0014102506231529416,1.1354849984273778,0.531669191386579,0.012208770081477643
ENSMUSG00000060988,Galnt13,0.06667830508930783,-5.114643604653741,1.9905387310579948e-19,3.146449763198143,0.543133256933996,0.24268497127375455,2.4600917952909622,1.0000715075186806,1.1781811243887548e-06
ENSMUSG00000030075,Cntn3,0.09628117329706089,-5.112810576132293,1.618502118461009e-19,2.493521362029583,-0.3737728887490135,0.623064792409193,3.6851934417366308,1.6159099102178418,1.3411518214110672e-14
ENSMUSG00000021301,Hecw1,0.0767375321501948,-5.102826049260431,1.9738583282378572e-19,1.5290822322712594,-0.7578628807967991,0.15348203469199828,2.9852550735788106,2.118353490954486,8.908060534646954e-23
ENSMUSG00000049336,Tenm2,0.42306234953216004,-5.102328913456734,9.116420471086526e-21,22.111041085523503,0.7231430713805866,0.07070973735769845,15.322100386829527,0.9188943356999104,7.950403335395819e-06
ENSMUSG00000056755,Grm7,0.34172631358270267,-5.100466637938439,8.376946350941224e-21,6.519713789609109,-0.8161329570223073,0.11293415743604651,12.821951776733307,1.448554067562625,3.3228005109275844e-12
ENSMUSG00000035681,Kcnc2,0.2394096040491096,-5.086693320066935,1.9428170223884367e-19,1.7982447281725529,-2.1766549342684525,6.814415788473055e-07,9.412496710384168,2.9574289681461394,9.353465413465219e-39
